SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),811 E 219th St,Bronx,NY,10467,1200000,0,,Bronx,1700,5722,1910,2,706,,Active,,,https://www.redfin.com/NY/Bronx/811-E-219th-St-10467/home/44782002,OneKey® MLS as Distributed by MLS Grid,971193,N,Y,40.8826775,-73.8593422
MLS Listing,,Single Family Residential,152 Roman Ave,Staten Island,NY,10314,765000,3,2.5,Bulls Head,1484,1386,2015,2,515,95,Active,,,https://www.redfin.com/NY/Staten-Island/152-Roman-Ave-10314/home/92332355,SIBORMLS,2601181,N,Y,40.615395,-74.1659207
MLS Listing,,Condo/Co-op,70-20 108 St Unit 14N,Flushing,NY,11375,599007,2,1.0,Forest Hills,1130,,1962,3,530,,Active,,,https://www.redfin.com/NY/Flushing/70-20-108th-St-11375/unit-14N/home/200853063,OneKey® MLS as Distributed by MLS Grid,971183,N,Y,40.7224715,-73.8447858
MLS Listing,,Single Family Residential,333 Lafayette Ave,Staten Island,NY,10301,625000,3,1.5,New Brighton,1433,3696,1910,3,436,,Active,,,https://www.redfin.com/NY/Staten-Island/333-Lafayette-Ave-10301/home/56029513,SIBORMLS,2601282,N,Y,40.636961,-74.0932757
MLS Listing,,Single Family Residential,295 Watchogue Rd,Staten Island,NY,10314,785000,3,2.0,Westerleigh,1315,3854,1930,3,597,,Active,March-15-2026 12:00 PM,March-15-2026 02:00 PM,https://www.redfin.com/NY/Staten-Island/295-Watchogue-Rd-10314/home/56117170,SIBORMLS,2601275,N,Y,40.6164083,-74.1392784
MLS Listing,,Condo/Co-op,18-15 215 St Unit 9J,Bayside,NY,11360,388888,1,1.0,The Towers at Waters Edge,800,,1970,3,486,,Active,March-15-2026 12:30 PM,March-15-2026 02:00 PM,https://www.redfin.com/NY/Bayside/1815-215th-St-11360/unit-9J/home/20630700,OneKey® MLS as Distributed by MLS Grid,967746,N,Y,40.7839128,-73.7748648
MLS Listing,,Multi-Family (2-4 Unit),6144 Eliot Ave,Middle Village,NY,11379,1249999,5,3.0,Middle Village,2200,2300,1915,3,568,,Active,,,https://www.redfin.com/NY/Middle-Village/6144-Eliot-Ave-11379/home/20905563,OneKey® MLS as Distributed by MLS Grid,970112,N,Y,40.714723,-73.9004916
MLS Listing,,Condo/Co-op,25-18 Union St Unit 2D,Flushing,NY,11354,357000,2,1.0,Flushing,900,,1955,3,397,,Active,,,https://www.redfin.com/NY/Flushing/2518-Union-St-11354/unit-2D/home/23330956,OneKey® MLS as Distributed by MLS Grid,971181,N,Y,40.7752759,-73.8263593
MLS Listing,,Condo/Co-op,21910 75th Ave Unit 256B2,Oakland Gardens,NY,11364,395000,2,1.0,Oakland Gardens,864,,1955,3,457,,Active,March-21-2026 01:00 PM,March-21-2026 03:00 PM,https://www.redfin.com/NY/Oakland-Gardens/21910-75th-Ave-11364/unit-256B2/home/174332556,OneKey® MLS as Distributed by MLS Grid,971177,N,Y,40.7386759,-73.7546573
MLS Listing,,Single Family Residential,3423 146th St,Flushing,NY,11354,1299999,3,2.5,Flushing,1480,2000,1950,3,878,,Active,March-15-2026 02:00 PM,March-15-2026 03:30 PM,https://www.redfin.com/NY/Flushing/3423-146th-St-11354/home/20856522,OneKey® MLS as Distributed by MLS Grid,971175,N,Y,40.7664766,-73.8207261
MLS Listing,,Single Family Residential,8716 Palo Alto St,Hollis,NY,11423,1590000,4,2.5,Hollis,2400,4250,1999,3,663,,Active,,,https://www.redfin.com/NY/Hollis/8716-Palo-Alto-St-11423/home/20668743,OneKey® MLS as Distributed by MLS Grid,967522,N,Y,40.7180037,-73.7723586
MLS Listing,,Multi-Family (2-4 Unit),3102 Richmond Ter,Staten Island,NY,10303,619000,3,3.0,Staten Island,1593,1508,2004,3,389,,Active,,,https://www.redfin.com/NY/Staten-Island/3102-Richmond-Ter-10303/home/56111833,OneKey® MLS as Distributed by MLS Grid,966223,N,Y,40.63811,-74.1627942
MLS Listing,,Condo/Co-op,15517 Sanford Ave Unit 2E,Flushing,NY,11355,179000,1,1.0,Flushing,800,,1928,3,224,,Active,,,https://www.redfin.com/NY/Flushing/15517-Sanford-Ave-11355/unit-2E/home/20626371,OneKey® MLS as Distributed by MLS Grid,970951,N,Y,40.7615656,-73.8096953
MLS Listing,,Condo/Co-op,5700 Arlington Ave Unit 21R,Bronx,NY,10471,365000,1,1.0,Bronx,650,,1963,3,562,,Active,March-15-2026 12:00 PM,March-15-2026 02:00 PM,https://www.redfin.com/NY/Bronx/5700-Arlington-Ave-10471/unit-21R/home/198731485,OneKey® MLS as Distributed by MLS Grid,967762,N,Y,40.9064039,-73.9065286
MLS Listing,,Single Family Residential,18740 Hilburn Ave,Saint Albans,NY,11412,1049000,5,3.0,Hollis Manor,1954,6000,1915,3,537,,Active,,,https://www.redfin.com/NY/Saint-Albans/18740-Hilburn-Ave-11412/home/20750021,OneKey® MLS as Distributed by MLS Grid,971167,N,Y,40.7022853,-73.767377
MLS Listing,,Condo/Co-op,25-18 Union St Unit 2A,Flushing,NY,11354,288000,1,1.0,Flushing,750,,1952,3,384,,Active,,,https://www.redfin.com/NY/Flushing/2518-Union-St-11354/unit-2A/home/28671404,OneKey® MLS as Distributed by MLS Grid,970100,N,Y,40.7752759,-73.8263593
MLS Listing,,Single Family Residential,4012 166th St,Flushing,NY,11358,2000000,4,2.5,Flushing,2239,6000,1925,3,893,,Active,,,https://www.redfin.com/NY/Flushing/4012-166th-St-11358/home/20849211,OneKey® MLS as Distributed by MLS Grid,971162,N,Y,40.7610151,-73.8004142
MLS Listing,,Condo/Co-op,735 Avenue W Unit 3L,Brooklyn,NY,11223,280000,1,1.0,Brooklyn,795,,1930,3,352,,Active,,,https://www.redfin.com/NY/Brooklyn/735-Avenue-W-11223/unit-3L/home/40653323,OneKey® MLS as Distributed by MLS Grid,969138,N,Y,40.5938996,-73.9622641
MLS Listing,,Condo/Co-op,61-20 71 Ave,Queens,NY,11385,740000,2,1.0,Ridgewood,845,,1991,3,876,773,Active,,,https://www.redfin.com/NY/Queens/61-20-71st-Ave-11385/home/21469123,OneKey® MLS as Distributed by MLS Grid,971159,N,Y,40.7019793,-73.8942094
MLS Listing,,Multi-Family (2-4 Unit),41 Martin Ave,Staten Island,NY,10314,1299000,3,3.5,Westerleigh,2508,4000,1972,3,518,,Active,March-15-2026 12:00 PM,March-15-2026 02:00 PM,https://www.redfin.com/NY/Staten-Island/41-Martin-Ave-10314/home/56062466,SIBORMLS,2601280,N,Y,40.6104091,-74.1398924
MLS Listing,,Multi-Family (2-4 Unit),854 E 229th St,Bronx,NY,10466,1200000,9,3.0,Bronx,3366,5721,1910,3,357,,Active,,,https://www.redfin.com/NY/Bronx/854-E-229th-St-10466/home/44747069,OneKey® MLS as Distributed by MLS Grid,968735,N,Y,40.8888722,-73.8539865
MLS Listing,,Multi-Family (2-4 Unit),1268 Findlay Ave,Bronx,NY,10456,850000,0,,Bronx,2073,1650,1899,3,410,,Active,,,https://www.redfin.com/NY/Bronx/1268-Findlay-Ave-10456/home/44712458,OneKey® MLS as Distributed by MLS Grid,970775,N,Y,40.8340989,-73.9113077
MLS Listing,,Vacant Land,11038 Springfield Blvd,Queens Village,NY,11429,11500,,,Queens Village,,6829,,3,,,Active,,,https://www.redfin.com/NY/Queens-Village/11038-Springfield-Blvd-11429/home/163324901,OneKey® MLS as Distributed by MLS Grid,963829,N,Y,40.7071775,-73.7394623
MLS Listing,,Single Family Residential,1114 85th St,Brooklyn,NY,11228,1488000,3,2.0,Brooklyn,1428,2000,1930,3,1042,,Active,,,https://www.redfin.com/NY/Brooklyn/1114-85th-St-11228/home/40829715,BNYMLS,499599,N,Y,40.6169451,-74.0174338
MLS Listing,,Single Family Residential,304 Waverly Ave,Brooklyn,NY,11205,2875000,2,2.0,Brooklyn,1820,1448,1900,3,1580,,Active,,,https://www.redfin.com/NY/Brooklyn/304-Waverly-Ave-11205/home/40730549,OneKey® MLS as Distributed by MLS Grid,971142,N,Y,40.6887644,-73.9671559
MLS Listing,,Condo/Co-op,87-15 204th St Unit B51,Hollis,NY,11423,220000,1,1.0,Hilltop Village Co-operative No. 2 Inc.,900,,1950,3,244,,Active,,,https://www.redfin.com/NY/Hollis/8715-204th-St-11423/unit-B51/home/200545861,OneKey® MLS as Distributed by MLS Grid,971141,N,Y,40.7227517,-73.76245
MLS Listing,,Multi-Family (2-4 Unit),23515 Bentley Rd,Rosedale,NY,11422,1250000,3,1.0,Rosedale,2500,4000,1955,3,500,,Active,,,https://www.redfin.com/NY/Rosedale/23515-Bentley-Rd-11422/home/20685433,OneKey® MLS as Distributed by MLS Grid,971087,N,Y,40.6544566,-73.7474162
MLS Listing,,Multi-Family (2-4 Unit),124 Thomas S Boyland St,Brooklyn,NY,11233,1399900,4,3.0,Brooklyn,3164,2148,1909,3,442,,Active,,,https://www.redfin.com/NY/Brooklyn/124-S-Thomas-Boyland-St-11233/home/179537002,OneKey® MLS as Distributed by MLS Grid,971096,N,Y,40.680463,-73.9142357
MLS Listing,,Single Family Residential,8932 90th St,Woodhaven,NY,11421,750000,3,2.5,Woodhaven,1138,2100,1915,3,659,,Active,,,https://www.redfin.com/NY/Woodhaven/8932-90th-St-11421/home/20783456,OneKey® MLS as Distributed by MLS Grid,971019,N,Y,40.6894879,-73.853643
MLS Listing,,Single Family Residential,111 Goodall St,Staten Island,NY,10308,649000,3,1.5,Great Kills,960,2975,1987,3,676,,Active,,,https://www.redfin.com/NY/Staten-Island/111-Goodall-St-10308/home/56100035,SIBORMLS,2601278,N,Y,40.5380023,-74.1446118
MLS Listing,,Single Family Residential,8747 139th St,Jamaica,NY,11435,949999,4,2.5,Jamaica,1280,1920,1920,3,742,,Pre On-Market,,,https://www.redfin.com/NY/Jamaica/8747-139th-St-11435/home/20761759,OneKey® MLS as Distributed by MLS Grid,971108,N,Y,40.7051875,-73.8147157
MLS Listing,,Single Family Residential,7709 82nd St,Glendale,NY,11385,850000,3,1.5,Glendale,1224,1800,1930,3,694,,Active,,,https://www.redfin.com/NY/Glendale/7709-82nd-St-11385/home/20874539,OneKey® MLS as Distributed by MLS Grid,971105,N,Y,40.7062812,-73.8667504
MLS Listing,,Condo/Co-op,3215 H Ave Unit 3p,Brooklyn,NY,11210,599999,2,2.0,Brooklyn,1160,,1961,3,517,,Active,March-15-2026 12:00 PM,March-15-2026 03:00 PM,https://www.redfin.com/NY/Brooklyn/3215-Avenue-H-11210/unit-3P/home/188581027,OneKey® MLS as Distributed by MLS Grid,968593,N,Y,40.6320616,-73.9452586
MLS Listing,,Condo/Co-op,4262 Hunter St Unit 11A,Long Island City,NY,11101,1450000,2,2.0,Long Island City,813,,2022,3,1784,,Active,,,https://www.redfin.com/NY/Long-Island-City/4262-Hunter-St-11101/unit-11A/home/194987662,OneKey® MLS as Distributed by MLS Grid,971100,N,Y,40.7489,-73.9403463
MLS Listing,,Multi-Family (2-4 Unit),1754 Givan Ave,Bronx,NY,10469,599900,6,4.0,Bronx,2654,7517,2005,3,226,,Active,,,https://www.redfin.com/NY/Bronx/1754-Givan-Ave-10469/home/44650590,OneKey® MLS as Distributed by MLS Grid,971101,N,Y,40.8757398,-73.8415176
MLS Listing,,Single Family Residential,14-09 133rd Pl,College Point,NY,11356,2098000,4,2.0,College Point,2500,3990,2025,3,839,,Active,,,https://www.redfin.com/NY/College-Point/14-9-133rd-Pl-11356/home/200844572,OneKey® MLS as Distributed by MLS Grid,970505,N,Y,40.7858501,-73.8343866
MLS Listing,,Single Family Residential,160-03 Cryders Ln,Whitestone,NY,11357,2280000,4,5.5,Whitestone,3008,5781,2010,3,758,,Active,March-22-2026 12:00 PM,March-22-2026 02:00 PM,https://www.redfin.com/NY/Whitestone/16003-Cryders-Ln-11357/home/20864715,OneKey® MLS as Distributed by MLS Grid,971054,N,Y,40.7877927,-73.8020215
MLS Listing,,Condo/Co-op,92-29 Lemont Ave Unit 1 E,Queens,NY,11373,350000,2,1.0,Elbertson,800,,1963,3,438,,Active,,,https://www.redfin.com/NY/Queens/92-29-Lamont-Ave-11373/unit-1-E/home/184060117,OneKey® MLS as Distributed by MLS Grid,971085,N,Y,40.745462,-73.8733812
MLS Listing,,Condo/Co-op,8405 19th Ave Unit 2B,Brooklyn,NY,11214,839000,2,2.0,Brooklyn,1278,,2007,3,656,,Active,March-15-2026 01:00 PM,March-15-2026 03:00 PM,https://www.redfin.com/NY/Brooklyn/8405-19th-Ave-11214/unit-2B/home/40918286,BNYMLS,499597,N,Y,40.6068181,-73.9992498
MLS Listing,,Multi-Family (2-4 Unit),621 Faile St,Bronx,NY,10474,900000,5,3.0,Bronx,2296,2500,1910,3,392,,Active,March-15-2026 12:00 PM,March-15-2026 03:00 PM,https://www.redfin.com/NY/Bronx/621-Faile-St-10474/home/44727913,OneKey® MLS as Distributed by MLS Grid,969174,N,Y,40.8128235,-73.8862706
MLS Listing,,Condo/Co-op,66-36 Yellowstone Blvd Unit A10,Forest Hills,NY,11375,318000,1,1.0,Forest Hills,802,,1964,3,397,,Active,,,https://www.redfin.com/NY/Forest-Hills/6636-Yellowstone-Blvd-11375/unit-10A/home/197452332,OneKey® MLS as Distributed by MLS Grid,970986,N,Y,40.7287426,-73.8496919
MLS Listing,,Single Family Residential,442 E 43rd St,Brooklyn,NY,11203,959000,4,3.5,Brooklyn,1216,1600,1945,3,789,,Active,,,https://www.redfin.com/NY/Brooklyn/442-E-43rd-St-11203/home/40781023,OneKey® MLS as Distributed by MLS Grid,971082,N,Y,40.6447659,-73.9366535
MLS Listing,,Multi-Family (2-4 Unit),138 Saint James Pl,Brooklyn,NY,11238,3499999,0,,Brooklyn,3600,2000,1931,3,972,,Active,,,https://www.redfin.com/NY/Brooklyn/138-Saint-James-Pl-11238/home/40731794,OneKey® MLS as Distributed by MLS Grid,971079,N,Y,40.6858226,-73.9644936
MLS Listing,,Condo/Co-op,8403 19th Ave Unit 2A,Brooklyn,NY,11214,879000,3,2.0,Brooklyn,1270,,2007,3,692,,Active,March-15-2026 01:00 PM,March-15-2026 03:00 PM,https://www.redfin.com/NY/Brooklyn/8403-19th-Ave-11214/unit-2A/home/40918283,BNYMLS,499596,N,Y,40.6068503,-73.9991407
MLS Listing,,Multi-Family (2-4 Unit),2540 E 11th St,Brooklyn,NY,11235,1199000,7,4.0,Brooklyn,2920,2000,1960,3,411,,Active,March-15-2026 01:00 PM,March-15-2026 03:00 PM,https://www.redfin.com/NY/Brooklyn/2540-E-11th-St-11235/home/40866482,BNYMLS,499592,N,Y,40.5885379,-73.959735
MLS Listing,,Single Family Residential,720 E 35th St,Brooklyn,NY,11210,1100000,5,2.0,Brooklyn,2000,4000,1915,3,550,,Active,,,https://www.redfin.com/NY/Brooklyn/720-E-35th-St-11210/home/40784007,OneKey® MLS as Distributed by MLS Grid,971073,N,Y,40.6373416,-73.943546
MLS Listing,,Condo/Co-op,6125 98th St Unit 9F,Rego Park,NY,11374,329000,1,1.0,Rego Park,690,,1960,3,477,,Active,March-15-2026 11:00 AM,March-15-2026 12:30 PM,https://www.redfin.com/NY/Rego-Park/6125-98th-St-11374/unit-9F/home/144210465,OneKey® MLS as Distributed by MLS Grid,970692,N,Y,40.7348818,-73.8593489
MLS Listing,,Single Family Residential,187 Seaver Ave #1,Staten Island,NY,10305,245000,1,1.0,Dongan Hills-Above Hylan,628,628,1968,12,390,450,Active,,,https://www.redfin.com/NY/Staten-Island/187-Seaver-Ave-10305/unit-1/home/196180246,SIBORMLS,2601068,N,Y,40.5844018,-74.0981805
MLS Listing,,Condo/Co-op,350 Cabrini Blvd Unit 3M,New York,NY,10040,449000,1,1.0,New York (Manhattan),,,1935,16,,,Active,,,https://www.redfin.com/NY/New-York/350-Cabrini-Blvd-10040/unit-3M/home/45165584,OneKey® MLS as Distributed by MLS Grid,965587,N,Y,40.8565764,-73.937407
MLS Listing,,Single Family Residential,11748 140th St,Jamaica,NY,11436,769000,4,3.0,Jamaica,1112,2500,1930,51,692,,Active,,,https://www.redfin.com/NY/Jamaica/11748-140th-St-11436/home/20718345,OneKey® MLS as Distributed by MLS Grid,954758,N,Y,40.6768323,-73.801382
MLS Listing,,Condo/Co-op,176 Johnson St Unit 3C,Brooklyn,NY,11201,949000,2,1.0,Brooklyn,810,,1926,59,1172,391,Active,,,https://www.redfin.com/NY/Brooklyn/176-Johnson-St-11201/unit-3C/home/40639787,OneKey® MLS as Distributed by MLS Grid,952289,N,Y,40.6947027,-73.9829154
MLS Listing,,Single Family Residential,434 Beach 47th St,Far Rockaway,NY,11691,649000,3,2.0,Far Rockaway,960,2094,1940,60,676,,Active,,,https://www.redfin.com/NY/Far-Rockaway/434-Beach-47th-St-11691/home/20671911,OneKey® MLS as Distributed by MLS Grid,951429,N,Y,40.5965536,-73.7781339
MLS Listing,,Multi-Family (2-4 Unit),145-51 Arlington Ter,Jamaica,NY,11435,750000,2,2.0,Jamaica,,2200,1930,66,,,Active,,,https://www.redfin.com/NY/Jamaica/14551-Arlington-Ter-11435/home/20714964,OneKey® MLS as Distributed by MLS Grid,948113,N,Y,40.690853,-73.801421
MLS Listing,,Multi-Family (2-4 Unit),693 Evergreen Ave,Brooklyn,NY,11207,1295000,6,4.0,Brooklyn,2200,1000,2006,66,589,,Active,,,https://www.redfin.com/NY/Brooklyn/693-Evergreen-Ave-11207/home/40659159,OneKey® MLS as Distributed by MLS Grid,949583,N,Y,40.6866206,-73.908773
MLS Listing,,Single Family Residential,13715 170th St,Jamaica,NY,11434,789000,3,2.0,Jamaica,1063,3667,1945,84,742,,Active,March-15-2026 02:00 PM,March-15-2026 04:00 PM,https://www.redfin.com/NY/Jamaica/13715-170th-St-11434/home/20702672,OneKey® MLS as Distributed by MLS Grid,945139,N,Y,40.6722069,-73.7700101
MLS Listing,,Multi-Family (2-4 Unit),181 Mosely Ave,Staten Island,NY,10312,999999,5,4.0,Annadale,2008,3200,1986,86,498,,Active,,,https://www.redfin.com/NY/Staten-Island/181-Mosely-Ave-10312/home/56106698,SIBORMLS,2507192,N,Y,40.5407716,-74.1720221
MLS Listing,,Condo/Co-op,525 W 235th St Unit 7E,Bronx,NY,10463,399000,2,2.0,Bronx,1200,,1954,88,333,,Active,,,https://www.redfin.com/NY/Bronx/525-W-235th-St-10463/unit-7E/home/160774977,OneKey® MLS as Distributed by MLS Grid,942180,N,Y,40.8855761,-73.9082878
MLS Listing,,Single Family Residential,8707 Avenue B,Brooklyn,NY,11236,889999,3,2.0,Brooklyn,1872,2200,1940,93,475,,Active,,,https://www.redfin.com/NY/Brooklyn/8707-Avenue-B-11236/home/40775351,BNYMLS,497850,N,Y,40.6484352,-73.9184792
MLS Listing,,Condo/Co-op,530 Grand St Unit 8E,New York,NY,10002,595000,1,1.0,New York (Manhattan),712,,1949,115,836,,Active,,,https://www.redfin.com/NY/New-York/530-Grand-St-10002/unit-8E/home/198435558,OneKey® MLS as Distributed by MLS Grid,937720,N,Y,40.7147871,-73.9809766
MLS Listing,,Condo/Co-op,7111 Yellowstone Unit 5M,Forest Hills,NY,11375,269000,1,1.0,Forest Hills,,,1952,138,,,Active,,,https://www.redfin.com/NY/Forest-Hills/7111-Yellowstone-Blvd-11375/unit-5M/home/20655448,OneKey® MLS as Distributed by MLS Grid,928502,N,Y,40.7216053,-73.8537477
MLS Listing,,Single Family Residential,164 Stonegate Dr,Staten Island,NY,10304,825000,4,3.5,Grasmere,2490,,1982,156,331,488,Active,,,https://www.redfin.com/NY/Staten-Island/164-Stonegate-Dr-10304/home/56040631,SIBORMLS,2506037,N,Y,40.6030645,-74.0880889
MLS Listing,,Condo/Co-op,4310 48th Ave Unit 2F,Woodside,NY,11377,483000,2,1.0,Woodside,732,,1931,183,660,,Active,,,https://www.redfin.com/NY/Woodside/4310-48th-Ave-11377/unit-2F/home/20627823,OneKey® MLS as Distributed by MLS Grid,908165,N,Y,40.739457,-73.9220613
MLS Listing,,Single Family Residential,13710 64th Rd,Flushing,NY,11367,828000,4,2.5,Flushing,1216,2500,1950,1,681,,Active,,,https://www.redfin.com/NY/Flushing/13710-64th-Rd-11367/home/20825880,OneKey® MLS as Distributed by MLS Grid,971709,N,Y,40.7371595,-73.8290126
MLS Listing,,Condo/Co-op,1570 Prospect Pl #2,Brooklyn,NY,11233,575000,2,2.0,Brooklyn,911,,2005,1,631,785,Active,,,https://www.redfin.com/NY/Brooklyn/1570-Prospect-Pl-11233/unit-2/home/40658130,OneKey® MLS as Distributed by MLS Grid,971784,N,Y,40.6726998,-73.9243568
MLS Listing,,Condo/Co-op,620 W 239th St Unit 3A,Bronx,NY,10463,265000,1,1.0,Bronx,899,,1953,1,295,,Active,,,https://www.redfin.com/NY/Bronx/620-W-239th-St-10463/unit-3A/home/179408902,OneKey® MLS as Distributed by MLS Grid,971584,N,Y,40.8894795,-73.9118284
MLS Listing,,Single Family Residential,353 Lighthouse Ave,Staten Island,NY,10306,1498000,4,2.5,Lighthouse Hill,3946,6009,2008,1,380,,Active,,,https://www.redfin.com/NY/Staten-Island/353-Lighthouse-Ave-10306/home/56121548,SIBORMLS,2601312,N,Y,40.5763987,-74.1391806
MLS Listing,,Single Family Residential,7508 169th St,Fresh Meadows,NY,11366,968000,4,2.5,Fresh Meadows,1360,1900,1940,1,712,,Active,,,https://www.redfin.com/NY/Fresh-Meadows/7508-169th-St-11366/home/20820358,OneKey® MLS as Distributed by MLS Grid,971513,N,Y,40.7272431,-73.8004468
MLS Listing,,Multi-Family (2-4 Unit),69-31 61st Rd,Middle Village,NY,11379,1088000,4,3.0,Middle Village,1944,2073,1963,1,560,,Active,March-15-2026 01:00 PM,March-15-2026 02:15 PM,https://www.redfin.com/NY/Middle-Village/6931-61st-Rd-11379/home/20903333,OneKey® MLS as Distributed by MLS Grid,970143,N,Y,40.7194109,-73.8898205
MLS Listing,,Multi-Family (2-4 Unit),1814 120th St,College Point,NY,11356,1480000,7,6.0,College Point,2148,2500,1910,1,689,,Active,,,https://www.redfin.com/NY/College-Point/1814-120th-St-11356/home/20868238,OneKey® MLS as Distributed by MLS Grid,970402,N,Y,40.782764,-73.8479151
MLS Listing,,Multi-Family (2-4 Unit),30-19 Bessemund Ave,Far Rockaway,NY,11691,940000,6,4.0,Bayswater,2300,4024,1955,1,409,,Active,,,https://www.redfin.com/NY/Far-Rockaway/3019-Bessemund-Ave-11691/home/20677133,OneKey® MLS as Distributed by MLS Grid,960799,N,Y,40.6022909,-73.7672879
MLS Listing,,Multi-Family (2-4 Unit),10531 79th St,Ozone Park,NY,11417,809000,0,,Ozone Park,1504,1800,1935,1,538,,Active,,,https://www.redfin.com/NY/Ozone-Park/10531-79th-St-11417/home/20780238,OneKey® MLS as Distributed by MLS Grid,967997,N,Y,40.6784325,-73.8581242
MLS Listing,,Multi-Family (2-4 Unit),22039 136th Ave,Springfield Gardens,NY,11413,940000,3,2.0,Laurelton,1650,5000,1950,1,570,,Active,,,https://www.redfin.com/NY/Springfield-Gardens/22039-136th-Ave-11413/home/20691117,OneKey® MLS as Distributed by MLS Grid,967585,N,Y,40.6764255,-73.7496128
MLS Listing,,Condo/Co-op,2615 O Ave Unit 5M,Brooklyn,NY,11210,209000,1,1.0,Brooklyn,625,,,1,334,,Active,,,https://www.redfin.com/NY/Brooklyn/2615-Avenue-O-11210/unit-5M/home/40919535,BNYMLS,499658,N,Y,40.614399,-73.9477736
MLS Listing,,Condo/Co-op,2286 Cropsey Ave Unit 6F,Brooklyn,NY,11214,918000,2,2.0,Brooklyn,946,,2023,1,970,,Active,,,https://www.redfin.com/NY/Brooklyn/2286-Cropsey-Ave-11214/unit-6F/home/196201502,BNYMLS,499657,N,Y,40.595289,-73.997111
MLS Listing,,Condo/Co-op,2286 Cropsey Ave Unit 7E,Brooklyn,NY,11214,930000,2,2.0,Brooklyn,948,,2023,1,981,,Active,,,https://www.redfin.com/NY/Brooklyn/2286-Cropsey-Ave-11214/unit-7E/home/188677215,BNYMLS,499656,N,Y,40.595289,-73.997111
MLS Listing,,Condo/Co-op,6434 102nd St Unit 9Z,Flushing,NY,11374,679000,3,2.0,Rego Park,1300,33740,1952,1,522,,Pre On-Market,,,https://www.redfin.com/NY/Flushing/64-34-102nd-St-11374/unit-9Z/home/200880797,OneKey® MLS as Distributed by MLS Grid,971773,N,Y,40.7306783,-73.8534627
MLS Listing,,Condo/Co-op,2286 Cropsey Ave Unit 8B,Brooklyn,NY,11214,839000,2,2.0,Brooklyn,889,,2023,1,944,,Active,,,https://www.redfin.com/NY/Brooklyn/2286-Cropsey-Ave-11214/unit-8B/home/188677590,BNYMLS,499654,N,Y,40.595289,-73.997111
MLS Listing,,Condo/Co-op,2286 Cropsey Ave Unit 8H,Brooklyn,NY,11214,775000,2,2.0,Brooklyn,770,,2023,1,1006,,Active,,,https://www.redfin.com/NY/Brooklyn/2286-Cropsey-Ave-11214/unit-8H/home/194868603,BNYMLS,499653,N,Y,40.595289,-73.997111
MLS Listing,,Condo/Co-op,2286 Cropsey Ave Unit 19H,Brooklyn,NY,11214,856000,2,2.0,Brooklyn,770,,2023,1,1112,,Active,,,https://www.redfin.com/NY/Brooklyn/2286-Cropsey-Ave-11214/unit-19H/home/196201579,BNYMLS,499652,N,Y,40.595289,-73.997111
MLS Listing,,Condo/Co-op,11225 34th Ave Unit G,Corona,NY,11368,284000,2,1.0,Corona,950,,1950,1,299,,Active,,,https://www.redfin.com/NY/Corona/11225-34th-Ave-11368/unit-G/home/45418289,OneKey® MLS as Distributed by MLS Grid,971766,N,Y,40.757422,-73.8562984
MLS Listing,,Condo/Co-op,19640 67th Ave Unit 2nd FL,Fresh Meadows,NY,11365,368000,2,1.0,Fresh Meadows,900,,1952,1,409,,Active,,,https://www.redfin.com/NY/Fresh-Meadows/196-40-67th-Ave-11365/unit-2nd-FL/home/200880728,OneKey® MLS as Distributed by MLS Grid,971756,N,Y,40.738431,-73.7772091
MLS Listing,,Single Family Residential,164 W 2st St,Mount Vernon,NY,10550,580000,4,1.0,Mount Vernon,2614,12632,1930,1,222,,Active,,,https://www.redfin.com/NY/Mount-Vernon/164-W-2nd-St-10550/home/20211574,OneKey® MLS as Distributed by MLS Grid,971366,N,Y,40.9073102,-73.8434146
MLS Listing,,Multi-Family (2-4 Unit),80-33 90 Rd,Woodhaven,NY,11421,989000,4,2.0,Woodhaven,2124,2500,1920,1,466,,Active,,,https://www.redfin.com/NY/Woodhaven/8033-90th-Rd-11421/home/20787931,OneKey® MLS as Distributed by MLS Grid,971745,N,Y,40.6876918,-73.8597773
MLS Listing,,Vacant Land,45 Dominick Ln,Staten Island,NY,10312,450000,,,Staten Island,,10018,,1,,,Active,,,https://www.redfin.com/NY/Staten-Island/45-Dominick-Ln-10312/home/56135369,OneKey® MLS as Distributed by MLS Grid,971741,N,Y,40.524213,-74.171003
MLS Listing,,Condo/Co-op,417 Chauncey St Unit 3A,Brooklyn,NY,11233,499000,2,1.0,Brooklyn,889,2600,1991,1,561,300,Active,,,https://www.redfin.com/NY/Brooklyn/417-Chauncey-St-11233/unit-3A/home/40717356,OneKey® MLS as Distributed by MLS Grid,971737,N,Y,40.6819485,-73.9178335
